Model,Band_Selection,N_Bands,OA,AA,Kappa
SVM,PCA Loadings,10,0.9005,0.906,0.8922
SVM,Mutual Information,10,0.761,0.77,0.7413
SVM,K-Means Clustering,10,0.9477,0.9545,0.9433
SVM,Laplacian Score,10,0.8615,0.8723,0.8501
SVM,Genetic Algorithm,10,0.9651,0.9689,0.9622
SVM,QPSO,10,0.9703,0.9739,0.9678
SVM,Quantum Amplitude (Qiskit),10,0.8944,0.9079,0.8856
Random Forest,PCA Loadings,10,0.8851,0.8945,0.8756
Random Forest,Mutual Information,10,0.7333,0.7414,0.7113
Random Forest,K-Means,10,0.9231,0.9337,0.9167
Random Forest,Laplacian Score,10,0.8328,0.8418,0.8189
Random Forest,Genetic Algorithm,10,0.9262,0.9355,0.92
Random Forest,QPSO,10,0.9292,0.9382,0.9234
Random Forest,Quantum (Qiskit),10,0.8697,0.8809,0.859
XGBoost,PCA Loadings,10,0.8913,0.8985,0.8822
XGBoost,Mutual Information,10,0.7292,0.735,0.7067
XGBoost,K-Means,10,0.9262,0.9368,0.92
XGBoost,Laplacian Score,10,0.839,0.8494,0.8256
XGBoost,Genetic Algorithm,10,0.9374,0.9451,0.9322
XGBoost,QPSO,10,0.9313,0.9371,0.9256
XGBoost,Quantum (Qiskit),10,0.8749,0.8851,0.8645
LightGBM,PCA Loadings,10,0.8903,0.8985,0.8811
LightGBM,Mutual Information,10,0.7159,0.7279,0.6923
LightGBM,K-Means,10,0.9262,0.9369,0.92
LightGBM,Laplacian Score,10,0.8154,0.8299,0.8
LightGBM,Genetic Algorithm,10,0.9385,0.9456,0.9333
LightGBM,QPSO,10,0.9344,0.9398,0.9289
LightGBM,Quantum (Qiskit),10,0.8728,0.8812,0.8623
KNN,PCA Loadings,10,0.8574,0.862,0.8455
KNN,Mutual Information,10,0.7169,0.731,0.6935
KNN,K-Means,10,0.9138,0.9266,0.9067
KNN,Laplacian Score,10,0.8246,0.8373,0.8101
KNN,Genetic Algorithm,10,0.9323,0.9412,0.9267
KNN,QPSO,10,0.9456,0.9522,0.9411
KNN,Quantum (Qiskit),10,0.8544,0.867,0.8423


Model,Band_Selection,N_Bands,OA,AA,Kappa
KNN,PCA Loadings,10,0.8574,0.862,0.8455
KNN,Mutual Information,10,0.7169,0.731,0.6935
KNN,K-Means,10,0.9138,0.9266,0.9067
KNN,Laplacian Score,10,0.8246,0.8373,0.8101
KNN,Genetic Algorithm,10,0.9323,0.9412,0.9267
KNN,QPSO,10,0.9456,0.9522,0.9411
KNN,Quantum (Qiskit),10,0.8544,0.867,0.8423


Model,Band_Selection,N_Bands,OA,AA,Kappa
LightGBM,PCA Loadings,10,0.8903,0.8985,0.8811
LightGBM,Mutual Information,10,0.7159,0.7279,0.6923
LightGBM,K-Means,10,0.9262,0.9369,0.92
LightGBM,Laplacian Score,10,0.8154,0.8299,0.8
LightGBM,Genetic Algorithm,10,0.9385,0.9456,0.9333
LightGBM,QPSO,10,0.9344,0.9398,0.9289
LightGBM,Quantum (Qiskit),10,0.8728,0.8812,0.8623


Model,Band_Selection,N_Bands,OA,AA,Kappa
Random Forest,PCA Loadings,10,0.8851,0.8945,0.8756
Random Forest,Mutual Information,10,0.7333,0.7414,0.7113
Random Forest,K-Means,10,0.9231,0.9337,0.9167
Random Forest,Laplacian Score,10,0.8328,0.8418,0.8189
Random Forest,Genetic Algorithm,10,0.9262,0.9355,0.92
Random Forest,QPSO,10,0.9292,0.9382,0.9234
Random Forest,Quantum (Qiskit),10,0.8697,0.8809,0.859


Model,Band_Selection,N_Bands,OA,AA,Kappa
XGBoost,PCA Loadings,10,0.8913,0.8985,0.8822
XGBoost,Mutual Information,10,0.7292,0.735,0.7067
XGBoost,K-Means,10,0.9262,0.9368,0.92
XGBoost,Laplacian Score,10,0.839,0.8494,0.8256
XGBoost,Genetic Algorithm,10,0.9374,0.9451,0.9322
XGBoost,QPSO,10,0.9313,0.9371,0.9256
XGBoost,Quantum (Qiskit),10,0.8749,0.8851,0.8645


0,1,2,3,4,5,6,7,8,9
-2.58256,-2.5713198,-2.5268052,-2.1391098,-2.1472323,-2.145551,-2.1845968,-2.2086158,-2.2283819,-2.1974902
-2.0650208,-2.084741,-2.1793191,-1.8877372,-1.9379886,-1.927837,-1.9278318,-1.9198277,-2.0032976,-1.9906169
0.7882749,0.78576815,0.7118995,0.38958022,0.39808744,0.29836547,0.16801184,0.22311096,0.24754468,0.19304487
0.9962012,0.9632624,0.9801048,0.781602,0.7850448,0.70006317,0.6943799,0.72520834,0.701176,0.75236875
-0.0054876823,-0.01907612,-0.062353335,0.3057893,0.23470542,0.29836547,0.40872896,0.3642233,0.35489252,0.34245333
-0.5761468,-0.60511297,-0.5650273,-0.7386046,-0.64239794,-0.7319431,-0.83337134,-0.85984427,-0.7497516,-0.8259973
0.4225067,0.39252672,0.37453446,0.46439353,0.5070088,0.43022043,0.45045325,0.42657524,0.41722354,0.41907302
-0.42892888,-0.38018495,-0.4705651,-0.9480819,-0.97776103,-0.95272344,-0.9200295,-0.93860465,-0.929819,-0.9562508
-0.74157727,-0.68467927,-0.72021526,-0.85830593,-0.8917705,-0.9680554,-0.98101115,-0.96813977,-0.9748358,-0.93326485
-0.6323021,-0.6923299,-0.60719794,0.111274675,-0.011800752,-0.04507071,0.062096316,0.045900106,0.015534778,0.07428432
0.17360216,0.16606867,0.08102683,-0.33760524,-0.34716383,-0.2597183,-0.27490765,-0.31508496,-0.29958314,-0.32796916
-0.046465863,-0.100172594,-0.1332,-0.14608315,-0.24684153,-0.100265816,-0.14973474,-0.16412757,-0.1437556,-0.2130396
0.017277975,0.058960114,0.05403762,-0.4812468,-0.3758273,-0.3731749,-0.46748132,-0.4168171,-0.42424518,-0.3892649
-0.23314427,-0.21952213,-0.26308557,-0.28373966,-0.25830695,-0.2719839,-0.24923114,-0.27898645,-0.2753433,-0.24751846
1.0994055,1.0979131,1.1285454,1.7781155,1.8111984,1.8315626,1.8466125,1.9098957,1.8404485,1.9591292
0.084057234,0.15229757,0.13331841,-0.08024742,-0.028998857,-0.07573466,-0.05665746,-0.068958774,-0.06411041,0.028312493
-0.14208162,-0.12159431,-0.06910064,-0.2597994,-0.22677708,-0.22292158,-0.24602158,-0.28554982,-0.16799544,-0.2398565
0.1068229,0.15535781,0.16368127,0.35366982,0.378023,0.37502533,0.43440545,0.4200119,0.3514297,0.43056598
0.8535364,0.8010694,0.7709384,1.1287358,1.1892003,1.2152174,1.1437185,1.1485454,1.1271045,1.1431292
-0.20582548,-0.25165468,-0.16356286,-0.45730653,-0.3758273,-0.29038227,-0.3198415,-0.3216483,-0.427708,-0.41608182
0.6486455,0.6113342,0.66635525,0.83846015,0.8022429,0.776723,0.7970859,0.8269405,0.79813534,0.80600256
0.29046586,0.34356284,0.3846554,0.27885652,0.3464931,0.3842245,0.43119588,0.5053356,0.35489252,0.39225614
1.8400483,1.7864681,1.7594182,1.9307346,1.914387,1.8100978,1.8626603,1.8409804,1.9512591,1.8097208
-0.386433,-0.41078743,-0.38116336,-0.1969562,-0.07199412,-0.118664175,-0.18183036,-0.09849392,-0.10220159,-0.15174383
-1.1908196,-1.1605473,-1.1115588,-1.459805,-1.4048473,-1.4525458,-1.3276438,-1.2733363,-1.3176564,-1.4236311
0.21609804,0.26093623,0.25814348,-0.42139617,-0.30990127,-0.28731585,-0.33909887,-0.28554982,-0.35152566,-0.38543394
-0.114762835,-0.08334125,-0.22766224,-0.45730653,-0.4532188,-0.5080963,-0.5027865,-0.49229583,-0.52813023,-0.51568747
0.6289153,0.608274,0.6427397,-0.10119515,-0.023266155,0.046921123,-0.034190524,-0.09849392,0.018997613,-0.052138202
0.14628337,0.100273415,0.07765318,0.15317014,0.13724948,0.15424493,0.17443097,0.17060404,0.21637917,0.1317491
-2.3655274,-2.358633,-2.336194,-2.0972145,-2.1357667,-2.1792812,-2.1621299,-2.1593904,-2.183365,-2.1323633
0.12958856,0.097213164,0.13500524,0.23995358,0.19744286,0.24010397,0.3316995,0.4036035,0.34796688,0.25434065
0.8520187,0.83320194,0.83503777,0.55416954,0.5786676,0.5160795,0.46650106,0.4922089,0.46916607,0.5148477
-1.0405662,-1.0473182,-1.109872,-1.2892306,-1.4048473,-1.3697531,-1.3019673,-1.2470828,-1.3661361,-1.3125325
0.4953568,0.5072859,0.5364697,0.3057893,0.29489878,0.21557282,0.22899352,0.24280106,0.2094535,0.2926505
1.3194735,1.3503833,1.3275908,1.0479374,0.9541595,0.9729723,0.97040224,0.9221093,0.91933453,0.9132702
-0.47901332,-0.4857634,-0.49924114,-0.90618646,-0.81437904,-0.8944619,-0.90077215,-0.89922446,-0.7705286,-0.8796311
0.4801797,0.49963528,0.49429905,0.7905796,0.8567035,0.7889886,0.8131337,0.86632067,0.8362265,0.8289885
2.2012634,2.1276853,2.059673,2.7387185,2.771426,2.7300162,2.6618412,2.7204711,2.8654473,2.813439
0.8080051,0.8653345,0.8097354,0.877363,0.94269407,0.8687148,0.87411535,0.9122642,0.89855754,0.9094392
-0.24983908,-0.19351006,-0.15512875,-0.5141647,-0.48474863,-0.45290115,-0.5124152,-0.48245078,-0.61123824,-0.5769832
0.6076674,0.58685225,0.65117383,0.42249808,0.3894884,0.46088436,0.45045325,0.42985693,0.3791324,0.46121386
-0.39250383,-0.3618235,-0.3575478,-0.5949631,-0.57073915,-0.4804987,-0.5252534,-0.5710562,-0.531593,-0.5003635
-2.3473148,-2.3555727,-2.403667,-2.0463414,-2.1959603,-2.170082,-2.1428723,-2.1561089,-2.159125,-2.1170394
0.38911706,0.4124183,0.4436943,-0.011419166,0.094254225,0.10824901,0.08456325,0.016364966,0.022460448,0.012988551
-2.535511,-2.5514283,-2.5875309,-2.1780128,-2.2332227,-2.2528749,-2.2584167,-2.2709677,-2.2837873,-2.1859972
-1.9648519,-1.9883434,-1.958345,-1.5316257,-1.5710957,-1.6303967,-1.5715705,-1.5621243,-1.598146,-1.5308987
-0.66720945,-0.6785588,-0.6763578,-0.116157815,-0.097791284,-0.13706255,-0.10480088,-0.1411558,-0.07796175,-0.105772
-2.2714293,-2.271416,-2.3277597,-1.9805056,-2.0669744,-2.059692,-2.043376,-2.0182781,-2.0240746,-2.0327578
0.9931658,0.99080455,0.9868521,0.736714,0.85097086,0.862582,1.008917,0.9713345,0.89163184,0.947749
-0.15574102,-0.17055821,-0.13994731,-0.6069332,-0.5850709,-0.5571586,-0.53167254,-0.57761955,-0.5142789,-0.61912405
-0.7233647,-0.7520047,-0.7522649,-0.014411698,-0.1379202,-0.09106663,-0.018142719,-0.0033251282,-0.029482068,0.016819537
-0.03584189,-0.025196608,0.057411272,0.036461357,-0.014667103,0.059186697,0.04604851,-0.009888493,0.022460448,-0.05596919
2.0555632,2.049649,2.0040078,2.101309,2.0921009,2.0676749,2.1162157,2.070698,2.03783,2.0434108
-0.7355064,-0.6785588,-0.6544291,-0.96902966,-0.9404985,-0.9404579,-0.91681993,-0.86640763,-0.99907565,-0.9294339
-2.4611433,-2.4657414,-2.491382,-2.016416,-2.1357667,-2.1332853,-2.059424,-2.0346866,-2.1141083,-2.1438563
-0.24376823,-0.22258237,-0.25465143,-0.46628416,-0.4102235,-0.41610444,-0.48031956,-0.50542253,-0.42078233,-0.43906775
0.74729675,0.79953927,0.82660365,0.47337115,0.5328059,0.40568927,0.48575842,0.42657524,0.3825952,0.44205895
-0.26501617,-0.29755837,-0.22260176,-0.08922502,-0.08632588,-0.060402684,-0.06307658,-0.06567709,-0.043333407,0.012988551
-0.026735628,0.0008154685,0.040543016,0.17112532,0.11145233,0.17877609,0.1391258,0.10497039,0.2094535,0.17388994
0.22216888,0.22727355,0.29694048,0.07835682,0.05699167,0.049987514,0.1391258,0.13450553,0.039774615,0.055129394
0.3557274,0.3190809,0.24633572,-0.34658283,-0.31563395,-0.24438635,-0.25885984,-0.2494513,-0.20608662,-0.2628424
-0.117798254,-0.06191954,-0.11464493,-0.2059338,-0.11212304,-0.13706255,-0.14652517,-0.16084589,-0.18877244,-0.117264956
0.6607872,0.6511174,0.7304546,1.1676388,1.0946107,1.1232256,1.0634795,0.9713345,1.0232196,1.0703405
-1.7189827,-1.7435238,-1.6985741,-1.4627975,-1.4449762,-1.4464129,-1.414302,-1.4275753,-1.3522848,-1.3546734
-1.0299423,-1.0136555,-1.099751,-0.5111721,-0.42742163,-0.41917083,-0.5027865,-0.5119859,-0.406931,-0.41991282
0.92790425,0.98468405,1.0340832,1.0778627,0.98855567,1.0220345,1.0249648,1.0205598,0.8950947,1.0243686
-0.1830598,-0.20269078,-0.16018921,-0.32264256,-0.33856475,-0.30264783,-0.37119448,-0.44963396,-0.42424518,-0.42757478
0.54240584,0.5149365,0.51285416,-0.08922502,-0.06339507,0.010124389,-0.04702877,-0.06567709,-0.012167897,-0.05596919
-0.013076235,-0.089461744,-0.043798257,0.38359514,0.5070088,0.42408764,0.540321,0.53487074,0.4622404,0.5033547
0.11289374,0.080381826,0.13500524,0.14718507,0.10858598,0.09598343,-0.002094911,-4.3445918e-05,0.09171713,0.035974465
1.1191357,1.0719011,1.0948089,1.6254963,1.5589595,1.4666617,1.5160277,1.4898404,1.514942,1.5377208
-0.35759652,-0.32051018,-0.3238113,-0.6009481,-0.61660075,-0.6031545,-0.59586376,-0.6235631,-0.60431254,-0.6536029
-0.23314427,-0.21799201,-0.21079399,-0.7326196,-0.8000473,-0.75340784,-0.7081984,-0.69576013,-0.7532144,-0.80301136
0.839877,0.8286116,0.7979276,0.55117697,0.598732,0.5007475,0.5339019,0.584096,0.4726289,0.6259462
-2.4398952,-2.4381993,-2.5015028,-2.1241472,-2.1988266,-2.1792812,-2.1621299,-2.133137,-2.159125,-2.1668422
-0.0054876823,0.031417914,0.104642384,-0.38548577,-0.38156,-0.38237408,-0.38403273,-0.31836665,-0.33074865,-0.35861704
-0.40312782,-0.39701632,-0.40646574,-0.1969562,-0.103523985,-0.112531394,-0.18824948,-0.13787411,-0.11951576,-0.1632368
1.0128961,1.0015154,1.0425173,1.5476905,1.5159643,1.4267986,1.3587592,1.3848265,1.4075942,1.4496081
-0.4774956,-0.44904047,-0.45201,-0.77152246,-0.7541857,-0.8852628,-0.8718861,-0.8499992,-0.8432481,-0.85664517
-0.94798595,-0.96622175,-1.0069755,-0.48723188,-0.55354106,-0.6123537,-0.5605586,-0.5841829,-0.50042754,-0.5233494
0.46196717,0.44302076,0.35429254,0.5272367,0.5700685,0.6111377,0.52748275,0.47580048,0.52803427,0.51867867
0.3238555,0.24869527,0.2800722,-0.08323995,0.02546181,0.053053908,0.055677194,-0.016451858,-0.012167897,0.09343925
-0.42892888,-0.4230284,-0.43345493,0.15616266,0.074189775,0.13278016,0.09419193,0.14763226,0.20252782,0.1815519
0.69873,0.7153825,0.7287678,0.8354676,0.8309064,0.877914,0.8676962,0.9516444,0.805061,0.9132702
-0.18913065,-0.2378836,-0.18043113,0.6798559,0.5929993,0.6234033,0.6301887,0.584096,0.701176,0.76003075
0.12807085,0.09874329,0.15356031,0.2579088,0.28343338,0.35969335,0.3316995,0.38719508,0.28909868,0.36160824
0.32233778,0.2991893,0.2783854,0.6768634,0.5815339,0.5620754,0.6269791,0.584096,0.52803427,0.6106223
1.3270621,1.3565037,1.2381891,0.9731241,0.96849126,0.994437,0.9639831,0.9516444,0.89855754,0.85197437
-0.76889604,-0.794848,-0.78600144,-0.029374361,-0.03186521,-0.035871528,-0.05665746,-0.062395412,-0.0017793936,0.04746742
-2.5415819,-2.559079,-2.5824704,-2.1570652,-2.1644304,-2.2406092,-2.2102733,-2.1659539,-2.2526217,-2.1706734
0.7184602,0.7429247,0.6764762,0.77561694,0.8366391,0.85951567,0.8356006,0.8203771,0.867392,0.77918565
0.9840595,1.0321178,1.0172149,0.8115273,0.7592476,0.81658614,0.94151616,0.90570086,0.846615,0.7638617
-0.058607552,-0.055799052,-0.072474286,-0.26578444,-0.23537613,-0.2597183,-0.29737458,-0.3085216,-0.31343448,-0.2934903
0.48625052,0.5470691,0.49598587,0.871378,0.7879111,0.8319181,0.8388102,0.89257413,0.74965566,0.86346734
0.7594384,0.6939608,0.71358633,1.1107806,1.269458,1.1753542,1.1565567,1.1780806,1.1825099,1.1431292
0.8929969,0.92959964,0.83335096,0.8055423,0.63599455,0.6234033,0.64302695,0.64644796,0.6284565,0.698735
0.48928595,0.48433405,0.50442,0.34768477,0.40382016,0.35356057,0.40872896,0.38719508,0.42414922,0.43439698
-0.19823693,-0.17208834,-0.17031017,-0.08922502,-0.06912777,0.01932357,-0.05986702,-0.052550364,0.06747729,0.016819537
0.018795686,0.016116692,0.062471747,0.27586398,0.24903718,0.36275977,0.34453773,0.27233618,0.3410412,0.26200262
0.005136291,-0.0022447759,-0.025243178,-0.5081796,-0.46181783,-0.5264946,-0.48352912,-0.4955775,-0.5073532,-0.51951844
-0.47901332,-0.48729354,-0.38116336,-0.85232085,-0.81724536,-0.8944619,-0.99063987,-0.95829475,-0.89865345,-0.9562508
0.008171712,0.039068524,0.0051196814,-0.55905265,-0.53061026,-0.56022495,-0.528463,-0.531676,-0.4588735,-0.4543917
-0.069231525,-0.11088345,-0.1332,-0.6099257,-0.6137344,-0.6123537,-0.56376815,-0.5513661,-0.55583286,-0.6038001
1.0189669,0.9693828,1.0256491,0.5003039,0.48694432,0.37809172,0.46008193,0.35437825,0.3929837,0.27349558
-0.34697255,-0.34346202,-0.3659819,-0.7176569,-0.699725,-0.7503414,-0.80448526,-0.7417037,-0.72204894,-0.7991804
-0.20734318,-0.23023298,-0.20404668,-0.28673217,-0.23250978,-0.19532403,-0.28132677,-0.23632458,-0.1437556,-0.17089877
-0.52150923,-0.55002856,-0.5312908,-0.6488286,-0.57360554,-0.6399512,-0.6696837,-0.72529525,-0.6908834,-0.66509587
-2.5218515,-2.5009344,-2.4593322,-2.0493338,-2.1271677,-2.1118207,-2.1268246,-2.1364188,-2.159125,-2.1361945
0.25100538,0.30837002,0.26320398,0.4524234,0.43535,0.41795486,0.46008193,0.5020539,0.44146338,0.48803076
1.1585963,1.2019614,1.2246945,1.6374664,1.5761576,1.6598445,1.4454173,1.5521923,1.5114791,1.6220025
0.97798866,1.0030456,1.0813143,1.4429517,1.4127756,1.2826781,1.4422077,1.4340518,1.3937428,1.5530447
0.6425747,0.6174547,0.58876127,0.9402062,0.925496,0.8687148,0.9286779,0.9417994,0.96435136,0.8021716
-0.48204875,-0.49800438,-0.4503232,-0.8792537,-0.83730984,-0.96192265,-0.91681993,-0.9123512,-0.8709508,-0.891124
0.37849307,0.42006892,0.47237033,0.27586398,0.28343338,0.31676385,0.37663335,0.33796984,0.23715617,0.28498852
-0.06619611,-0.089461744,-0.15681557,-0.48423934,-0.5592738,-0.4804987,-0.48352912,-0.5119859,-0.45194784,-0.48887056
-2.4444485,-2.4795127,-2.4542718,-2.1271398,-2.1816285,-2.2038124,-2.174968,-2.1725173,-2.162588,-2.1630113
-2.5112276,-2.4917536,-2.5217447,-2.1720276,-2.218891,-2.2682068,-2.2231114,-2.2283058,-2.2595472,-2.2013211
0.13262397,0.13546622,0.099581905,-0.15206821,-0.17804912,-0.10333221,-0.12405825,-0.14771916,-0.13682993,-0.20920862
-0.21948487,-0.29602823,-0.21754128,-0.21191886,-0.20097992,-0.14319533,-0.20108773,-0.21007112,-0.14029276,-0.12875792
0.9233511,0.98774433,0.968297,0.9282361,0.8337727,0.8227189,0.84843886,0.800687,0.7115645,0.8443124
-0.15877643,-0.12924492,-0.13657366,0.12623733,-0.06626142,0.04385473,0.12307798,0.16732235,0.06055162,0.14707305
-0.22707342,-0.24247396,-0.2715197,-0.46628416,-0.5048131,-0.52036184,-0.54130125,-0.5907463,-0.6077754,-0.57315224
0.14476566,0.14923732,0.109702855,-0.13710554,-0.092058584,-0.0021411893,-0.030980963,-0.01973354,-0.032944903,-0.12109594
0.91728026,0.89899725,0.92443955,0.7187588,0.7277178,0.6142041,0.6558652,0.63660294,0.6180679,0.66808707
-0.17547125,-0.22717273,-0.15681557,-0.5919705,-0.6108681,-0.49583068,-0.6279594,-0.594028,-0.66664356,-0.5846452
0.40125874,0.40323758,0.36272666,0.5721247,0.54140496,0.65713364,0.6815417,0.59722275,0.64230776,0.56848145
1.0902992,1.108624,1.1369796,0.62299776,0.70765334,0.6295361,0.6237696,0.6234762,0.6215308,0.5608195
1.1312774,1.1285156,1.0964957,1.1945715,1.4873008,1.3900019,1.3395017,1.3782631,1.4075942,1.4112983
-0.2832287,-0.28990775,-0.29344842,-0.5261348,-0.57073915,-0.4314364,-0.49957696,-0.49229583,-0.43809652,-0.44289872
-1.3441083,-1.3273306,-1.3342197,-1.6273867,-1.5252341,-1.5598695,-1.4752836,-1.4177302,-1.5254265,-1.5500536
1.5137404,1.5324678,1.6092907,2.1701372,2.109299,2.1443348,1.9653662,2.0969515,1.996276,2.1085377
-0.2968881,-0.27460653,-0.23947002,-0.5919705,-0.5678728,-0.5326274,-0.5477204,-0.5415211,-0.5696842,-0.5846452
-0.09958573,-0.094052106,-0.08428206,-0.35855296,-0.3758273,-0.33024538,-0.3872423,-0.42666218,-0.32036015,-0.3432931
0.17815529,0.1890205,0.26995128,0.18010293,0.071323425,0.053053908,0.13591623,0.13450553,0.04323745,0.016819537
0.583384,0.6098041,0.66129476,0.7337215,0.77357936,0.85644925,0.8291815,0.863039,0.7669698,0.7485378
0.24796996,0.28388807,0.3188692,-0.5291273,-0.5134121,-0.4896979,-0.5445108,-0.5743379,-0.51081604,-0.5310114
-1.0845798,-1.1085231,-1.060954,-0.3795007,-0.32709935,-0.3087806,-0.38403273,-0.37087354,-0.28226897,-0.21687059
0.088610366,0.10792402,0.15187348,0.3416997,0.23470542,0.22170562,0.22257438,0.29530796,0.17136233,0.22752373
-0.08744405,-0.078750886,-0.06572699,-0.2538143,-0.24970788,-0.109464996,-0.21392597,-0.21663448,-0.21993795,-0.13641989
0.091645785,0.066610724,0.05403762,-0.34059778,-0.34429747,-0.3210462,-0.30700326,-0.31180328,-0.32036015,-0.3164762
-1.9299445,-1.9562109,-1.8756906,-1.4897304,-1.6484872,-1.5935999,-1.5426844,-1.565406,-1.5392778,-1.5308987
-2.5689006,-2.560609,-2.5554812,-2.1241472,-2.1873612,-2.1639493,-2.1621299,-2.1364188,-2.162588,-2.1323633
-0.29840583,-0.33734155,-0.2917616,-0.5979556,-0.6538633,-0.49583068,-0.56376815,-0.594028,-0.51081604,-0.6076311
1.0978878,1.110154,1.0998694,0.8803556,0.8309064,0.8533829,0.8002955,0.8400672,0.7358043,0.7906786
-0.59739476,-0.64183587,-0.65274227,0.19506559,0.031194512,0.074518666,0.17764053,0.18044908,0.15058531,0.19687586
-0.36063194,-0.3541729,-0.29513526,-0.54109746,-0.48474863,-0.4774323,-0.5701873,-0.5448027,-0.5523701,-0.57315224
-0.41375178,-0.40313682,-0.36935556,-0.63087344,-0.6051354,-0.55409217,-0.6472168,-0.6859151,-0.67703205,-0.6497719
-0.73854184,-0.7749565,-0.7775673,-0.18498607,-0.19238086,-0.23825355,-0.22997378,-0.2133528,-0.032944903,-0.040645245
-0.3833976,-0.39242595,-0.3659819,-0.84932834,-0.8086463,-0.83926684,-0.7595514,-0.80733734,-0.8086198,-0.86813813
-0.14815246,-0.10782321,-0.18717842,-0.47825426,-0.42455527,-0.3793077,-0.44822395,-0.44963396,-0.4450222,-0.5578283
-2.430789,-2.422898,-2.4289694,-2.0912294,-2.0755734,-2.185414,-2.1557107,-2.1495454,-2.0898685,-2.1553493
-0.7552366,-0.73364323,-0.8366062,-0.46927667,-0.5048131,-0.49583068,-0.5027865,-0.5119859,-0.47272485,-0.4735466
0.9931658,0.93419003,0.93793416,0.9102809,0.91689694,1.0128354,1.0474317,1.0435315,0.90202034,1.0052137
-0.16484728,-0.2042209,-0.13994731,-0.30468738,-0.38442636,-0.28731585,-0.35514668,-0.33477503,-0.2857318,-0.3394621
0.6577518,0.67559934,0.67478937,0.8145199,0.7363168,0.8687148,0.81955284,0.83678555,0.8293008,0.8289885
1.0113783,0.9938648,1.0492647,0.8863407,0.93982774,0.8901796,0.8965823,0.88601077,0.90202034,0.86729836
0.122,0.16453855,0.20416507,-0.41241854,-0.38442636,-0.36397573,-0.46748132,-0.43322554,-0.38269117,-0.42374378
-0.16332957,-0.16596785,-0.12645271,-0.44832894,-0.3758273,-0.40690523,-0.43859527,-0.45619732,-0.406931,-0.4735466
1.2359995,1.2616361,1.3242172,0.9551689,0.89683247,0.7276607,0.8291815,0.8466306,0.7254158,0.7830167
0.43313065,0.3695749,0.4032105,0.28484157,0.20604192,0.21557282,0.21936482,0.15419562,0.17482515,0.11259417
-0.721847,-0.7535348,-0.7219021,-1.0258877,-1.0121572,-1.0539144,-0.9713825,-1.0140833,-1.0094641,-1.0213776
-0.13601078,-0.09252199,-0.08596889,-0.3435903,-0.3299657,-0.41303805,-0.40970922,-0.37087354,-0.36191416,-0.2666734
-0.05405442,-0.058859296,-0.102837145,-0.07426236,-0.100657634,-0.029738737,0.004324212,-0.07880382,-0.05372191,0.05896038
-0.047983576,-0.089461744,-0.05223238,-0.21790393,-0.17518276,-0.07266826,-0.11122,-0.12802906,-0.17492111,-0.08278609
0.9946835,0.946431,0.91937906,0.8025497,0.7535149,0.75219184,0.7136373,0.7383351,0.8396893,0.77918565
-0.559452,-0.5699201,-0.50767523,-0.9660371,-0.98922646,-1.0048522,-0.9649634,-0.9845482,-1.0163898,-1.0137156
-1.2651874,-1.2860173,-1.2599994,-0.4902244,-0.5850709,-0.49583068,-0.56697774,-0.531676,-0.42424518,-0.46588463
1.3816997,1.3488531,1.3528932,1.1317283,1.146205,1.1538895,1.1244612,1.1354187,1.1374931,1.1584532
-0.35911423,-0.34958252,-0.31369033,-0.499202,-0.5564074,-0.56635773,-0.53167254,-0.5710562,-0.5142789,-0.5348424
0.46652028,0.4384304,0.43019968,0.53920686,0.64746,0.6632664,0.55957836,0.6234762,0.52803427,0.5148477
-0.64596146,-0.64642626,-0.5903297,-0.7356121,-0.6538633,-0.67061514,-0.7595514,-0.7909289,-0.7462888,-0.7876874
-0.15877643,-0.1766787,-0.16356286,-0.7356121,-0.69399226,-0.5878225,-0.6440072,-0.6498166,-0.6597179,-0.630617
-2.136353,-2.147476,-2.201248,-1.92664,-1.9093251,-1.9830321,-1.9727657,-1.9329544,-1.9686693,-1.975293
-2.215274,-2.2132714,-2.2889628,-1.9685354,-1.9809839,-1.9983641,-2.0401664,-2.0248415,-2.0552402,-2.0634058
-1.0086943,-1.0090652,-1.0170965,-0.37650815,-0.55067474,-0.36397573,-0.4931578,-0.4627607,-0.3965425,-0.44289872
-0.11324512,-0.13995577,-0.14669462,0.18908052,0.24043812,0.27076793,0.23541264,0.28546292,0.26485884,0.24284768
0.25100538,0.2731772,0.3846554,0.38658768,0.42675096,0.52834505,0.49859667,0.51518065,0.47955456,0.5148477
1.0326263,1.1025034,1.2010789,1.5686382,1.6048211,1.6138486,1.5128181,1.5029671,1.6257527,1.5645376
-2.3913286,-2.433609,-2.4390903,-2.0463414,-2.0497763,-2.1056879,-2.1204054,-2.0970385,-2.0725543,-2.1476874
0.85657185,0.80259955,0.84009826,0.646938,0.6933216,0.7675238,0.82276237,0.790842,0.7288786,0.7217209
-1.2803645,-1.2906077,-1.2886754,-0.7535673,-0.7857155,-0.8362005,-0.93286777,-0.87625265,-0.8293968,-0.7953494
0.48776823,0.5103461,0.46056256,0.15915519,0.15731394,0.10518261,0.14875448,0.121378794,0.05016312,0.07428432
0.38304618,0.36039418,0.3188692,0.41052794,0.5041424,0.37809172,0.48254886,0.42329356,0.40337223,0.35394627
0.88692605,0.89134663,0.862027,0.6738708,0.6703908,0.7644574,0.752152,0.7809969,0.70810163,0.66808707
