Model,Band_Selection,N_Bands,OA,AA,Kappa
SVM,PCA Loadings,12,0.8985,0.904,0.89
SVM,Mutual Information,12,0.7764,0.7864,0.7579
SVM,K-Means Clustering,12,0.9446,0.9519,0.94
SVM,Laplacian Score,12,0.8646,0.8773,0.8534
SVM,Genetic Algorithm,12,0.9713,0.9744,0.9689
SVM,QPSO,12,0.9754,0.9779,0.9733
SVM,Quantum Amplitude (Qiskit),12,0.9046,0.9177,0.8967
Random Forest,PCA Loadings,12,0.8892,0.8989,0.88
Random Forest,Mutual Information,12,0.7426,0.7523,0.7212
Random Forest,K-Means,12,0.9231,0.9341,0.9167
Random Forest,Laplacian Score,12,0.8297,0.8414,0.8156
Random Forest,Genetic Algorithm,12,0.9292,0.9386,0.9234
Random Forest,QPSO,12,0.9395,0.9468,0.9345
Random Forest,Quantum (Qiskit),12,0.8677,0.8785,0.8567
XGBoost,PCA Loadings,12,0.8974,0.9049,0.8889
XGBoost,Mutual Information,12,0.7374,0.7454,0.7156
XGBoost,K-Means,12,0.9272,0.9367,0.9211
XGBoost,Laplacian Score,12,0.8451,0.857,0.8322
XGBoost,Genetic Algorithm,12,0.9323,0.9388,0.9267
XGBoost,QPSO,12,0.9374,0.9446,0.9322
XGBoost,Quantum (Qiskit),12,0.8749,0.8857,0.8645
LightGBM,PCA Loadings,12,0.8872,0.8961,0.8778
LightGBM,Mutual Information,12,0.7344,0.7464,0.7123
LightGBM,K-Means,12,0.9313,0.9425,0.9256
LightGBM,Laplacian Score,12,0.8256,0.8361,0.811
LightGBM,Genetic Algorithm,12,0.9374,0.9421,0.9322
LightGBM,QPSO,12,0.9395,0.9417,0.9345
LightGBM,Quantum (Qiskit),12,0.8738,0.8833,0.8634
KNN,PCA Loadings,12,0.8605,0.871,0.849
KNN,Mutual Information,12,0.7272,0.7376,0.7045
KNN,K-Means,12,0.9241,0.9356,0.9178
KNN,Laplacian Score,12,0.8236,0.8394,0.809
KNN,Genetic Algorithm,12,0.9323,0.9422,0.9267
KNN,QPSO,12,0.9426,0.9499,0.9378
KNN,Quantum (Qiskit),12,0.8472,0.8604,0.8345


Model,Band_Selection,N_Bands,OA,AA,Kappa
KNN,PCA Loadings,12,0.8605,0.871,0.849
KNN,Mutual Information,12,0.7272,0.7376,0.7045
KNN,K-Means,12,0.9241,0.9356,0.9178
KNN,Laplacian Score,12,0.8236,0.8394,0.809
KNN,Genetic Algorithm,12,0.9323,0.9422,0.9267
KNN,QPSO,12,0.9426,0.9499,0.9378
KNN,Quantum (Qiskit),12,0.8472,0.8604,0.8345


Model,Band_Selection,N_Bands,OA,AA,Kappa
LightGBM,PCA Loadings,12,0.8872,0.8961,0.8778
LightGBM,Mutual Information,12,0.7344,0.7464,0.7123
LightGBM,K-Means,12,0.9313,0.9425,0.9256
LightGBM,Laplacian Score,12,0.8256,0.8361,0.811
LightGBM,Genetic Algorithm,12,0.9374,0.9421,0.9322
LightGBM,QPSO,12,0.9395,0.9417,0.9345
LightGBM,Quantum (Qiskit),12,0.8738,0.8833,0.8634


Model,Band_Selection,N_Bands,OA,AA,Kappa
Random Forest,PCA Loadings,12,0.8892,0.8989,0.88
Random Forest,Mutual Information,12,0.7426,0.7523,0.7212
Random Forest,K-Means,12,0.9231,0.9341,0.9167
Random Forest,Laplacian Score,12,0.8297,0.8414,0.8156
Random Forest,Genetic Algorithm,12,0.9292,0.9386,0.9234
Random Forest,QPSO,12,0.9395,0.9468,0.9345
Random Forest,Quantum (Qiskit),12,0.8677,0.8785,0.8567


Model,Band_Selection,N_Bands,OA,AA,Kappa
XGBoost,PCA Loadings,12,0.8974,0.9049,0.8889
XGBoost,Mutual Information,12,0.7374,0.7454,0.7156
XGBoost,K-Means,12,0.9272,0.9367,0.9211
XGBoost,Laplacian Score,12,0.8451,0.857,0.8322
XGBoost,Genetic Algorithm,12,0.9323,0.9388,0.9267
XGBoost,QPSO,12,0.9374,0.9446,0.9322
XGBoost,Quantum (Qiskit),12,0.8749,0.8857,0.8645


0,1,2,3,4,5,6,7,8,9,10,11
0.75488526,0.7352741,0.7996144,0.7571459,0.9581614,0.8366391,0.8945555,0.82578534,0.88374406,0.96477115,0.86046636,0.89794624
0.21458033,0.21350245,0.29525366,0.25928015,0.15616266,0.13438314,0.021367589,0.11744819,0.12307798,0.111533746,-0.026019232,0.06662235
0.009689422,-0.0068351426,-0.087655716,-0.04694681,-0.54708254,-0.5392093,-0.53675246,-0.6430176,-0.5701873,-0.5743379,-0.5904612,-0.63827896
2.0798466,2.0175166,1.9517163,2.0136642,2.42151,2.3156762,2.370873,2.487771,2.318418,2.3365145,2.352948,2.3422277
0.09468121,0.15229757,0.26657763,0.1723512,0.38658768,0.46687987,0.4084509,0.53141147,0.5724166,0.53815246,0.47955456,0.41907302
-0.6474792,-0.64030576,-0.61394525,-0.5546909,-0.035359427,-0.051929664,-0.1556705,-0.112531394,-0.05986702,-0.055832047,-0.06411041,-0.032983277
-0.3120652,-0.29449812,-0.26139873,-0.29785535,-0.22089645,-0.2554406,-0.20968214,-0.17385928,-0.14331561,-0.14443748,-0.13682993,-0.09427904
-0.9813756,-0.96010125,-1.0390253,-1.0150192,-1.235365,-1.2758615,-1.2659093,-1.2900268,-1.2730813,-1.2339561,-1.2553254,-1.2627296
0.15994276,0.1477072,0.12319746,0.15259461,0.15317014,0.102853276,0.16239794,0.17570968,0.19047877,0.14763226,0.199065,0.15090403
1.0250376,0.98315394,0.9699838,0.958663,0.82649,0.81657463,0.8345426,0.8196525,0.9030014,0.87616575,0.85007787,0.8251575
-0.1527056,-0.1904498,-0.12645271,-0.09041128,0.2040432,0.1831111,0.1864031,0.19410805,0.25787956,0.2690545,0.28563586,0.3194674
-0.017629366,-0.058859296,-0.011748573,0.045909103,-0.18498607,-0.16371736,-0.14666857,-0.048137106,-0.14010605,-0.16412757,-0.116052926,-0.20920862
1.5167758,1.4498413,1.3714483,1.391332,1.5297352,1.407043,1.3536543,1.313342,1.4486269,1.5292206,1.4006685,1.5032419
-2.5097098,-2.4963439,-2.4880083,-2.5026894,-2.0762668,-2.1529648,-2.1631024,-2.170082,-2.1942253,-2.1593904,-2.1937535,-2.1400254
0.44679007,0.49657503,0.5634589,0.589215,0.4135205,0.38375568,0.4024496,0.3995565,0.4536628,0.4200119,0.31333852,0.38076317
-1.5672117,-1.5614393,-1.6429088,-1.6630349,-1.7171627,-1.688616,-1.6799985,-1.6579943,-1.706372,-1.6802648,-1.722808,-1.699462
-0.847817,-0.8973662,-0.8501008,-0.8431369,-0.050322093,-0.15225196,-0.16167179,-0.042004317,-0.0951722,-0.05911373,-0.074498914,0.0014955942
-0.31358293,-0.3067391,-0.2512778,-0.24253693,0.11426721,0.20604192,0.17139988,0.22170562,0.18085009,0.21326591,0.14019682,0.18538289
-1.2075144,-1.1865593,-1.2144551,-1.18295,-0.41241854,-0.47041687,-0.5127473,-0.51422906,-0.4931578,-0.4233805,-0.41039383,-0.40075788
0.9491522,0.90205747,0.90588444,0.95273596,0.9461913,0.95989215,0.95756906,0.94537467,0.9190492,0.93523604,0.97473985,0.98222786
-0.72640014,-0.7535348,-0.7606991,-0.72459745,-1.139604,-1.0723506,-1.1098758,-1.1336408,-1.1479083,-1.151914,-1.0648695,-1.1363071
1.0250376,1.0152866,0.9699838,0.93495506,0.6888335,0.69045526,0.6605051,0.6632664,0.67512256,0.6989549,0.6111423,0.6182843
0.9643293,0.9602021,0.8788952,0.9389064,0.68284845,0.66752446,0.7655277,0.7583246,0.8323911,0.9024192,0.78082114,0.7753547
1.3270621,1.3457929,1.4018111,1.3992347,1.8678914,1.799733,1.812753,1.7579691,1.6957631,1.7195581,1.850837,1.8173827
-0.20886089,-0.19963054,-0.18043113,-0.16351062,0.030476293,-0.008934402,-0.06565113,0.016257176,0.049258076,0.045900106,0.053625952,-0.006166377
0.0354905,0.09415292,5.9205082e-05,0.020225553,-0.14907567,-0.08345953,-0.12266339,-0.08493384,-0.16578254,-0.20678945,-0.14029276,-0.1862227
-1.1801956,-1.1528966,-1.1705977,-1.18295,-1.408932,-1.4277781,-1.4999597,-1.4341474,-1.3597394,-1.3553783,-1.4007645,-1.3623353
1.3285798,1.3151904,1.3427722,1.229328,0.99407184,0.9054315,0.87355095,0.9361755,0.85164845,0.8466306,0.8362265,0.9094392
-1.8009391,-1.8169696,-1.7913493,-1.7637935,-1.5495809,-1.4822388,-1.5239649,-1.5046744,-1.4913315,-1.4997723,-1.4457812,-1.4159691
1.002272,1.0137564,1.0779407,1.0080544,1.4938248,1.5532268,1.5276917,1.4697281,1.483932,1.5226572,1.5287933,1.5223968
-2.4656963,-2.4886932,-2.5504208,-2.5540564,-2.1061919,-2.1300342,-2.142098,-2.200746,-2.2102733,-2.1823623,-2.224919,-2.1208704
0.1644959,0.1614783,0.16030762,0.16444856,-0.48723188,-0.51914483,-0.4077247,-0.39770606,-0.39045185,-0.43322554,-0.43809652,-0.41991282
-0.97985786,-0.9922338,-0.87202954,-0.8648691,-0.22688152,-0.24970788,-0.29069957,-0.2045232,-0.26848853,-0.26585972,-0.19569811,-0.15940581
-0.008523104,0.02223718,-0.062353335,-0.025214575,-0.48723188,-0.5621401,-0.4857415,-0.4835651,-0.50599605,-0.5152676,-0.47965053,-0.52718043
-0.35000798,-0.32204032,-0.3389927,-0.3452711,-0.46927667,-0.39589176,-0.38371956,-0.41917083,-0.4353857,-0.43322554,-0.44848502,-0.36244804
0.3390326,0.34356284,0.36778715,0.3126229,0.102297075,0.15158124,0.23141277,0.08985064,0.11023974,0.16404067,0.12288264,0.20453782
0.24493454,0.2379844,0.3576662,0.31064725,-0.4453364,-0.41308987,-0.33570924,-0.29958144,-0.42896658,-0.45619732,-0.40000534,-0.43906775
0.020313395,-0.038967706,-0.05729286,-0.009409314,0.38060263,0.58440024,0.4624625,0.46088436,0.5339019,0.5315891,0.47609174,0.54549557
1.1585963,1.2019614,1.0695065,0.9981761,0.93422115,0.6818562,0.5554825,0.6632664,0.6526556,0.6234762,0.6007538,0.683411
-0.7370241,-0.72446245,-0.77925414,-0.75225663,-0.1430906,-0.16945006,-0.25769246,-0.30264783,-0.24602158,-0.2133528,-0.16799544,-0.14408186
-2.2987483,-2.3142593,-2.395233,-2.4078577,-1.971528,-2.0383108,-2.0430768,-2.1332853,-2.0465856,-2.0248415,-2.07948,-2.0289268
-0.71577615,-0.7581252,-0.7353967,-0.69101125,0.08134934,-0.020399805,0.006364362,-0.014406768,0.062096316,0.09840702,0.046700284,0.08194629
2.0798466,2.0389383,1.9550899,1.9820536,2.2569208,2.1981559,2.2898557,2.1320693,2.1996644,2.1560218,2.2456,2.1315236
-2.5264046,-2.5177658,-2.5436735,-2.5757887,-2.1720276,-2.1414995,-2.1871076,-2.1271527,-2.2070637,-2.152827,-2.2179933,-2.2013211
0.24189912,0.24410489,0.30368778,0.23952356,0.50329643,0.61879647,0.53147733,0.57740736,0.58204526,0.6103495,0.47955456,0.5838054
-0.21341403,-0.17208834,-0.20067303,-0.21092641,-0.28074712,-0.28697044,-0.2666944,-0.12786336,-0.14652517,-0.19038104,-0.13682993,-0.22836354
-2.5491705,-2.546838,-2.5217447,-2.510592,-2.061304,-2.1329005,-2.0730832,-2.1578166,-2.1685488,-2.1593904,-2.1902907,-2.1553493
-0.1830598,-0.25165468,-0.21754128,-0.20697509,-0.19994873,-0.22677708,-0.06865177,-0.17692567,-0.16578254,-0.15428253,-0.116052926,-0.17856073
0.53026414,0.55165946,0.5769535,0.47462684,0.8205049,0.7879111,0.72351867,0.7307271,0.7714094,0.8072504,0.7392672,0.74087584
0.56061834,0.5623703,0.543217,0.5003104,0.27287143,0.3235623,0.30042762,0.25236955,0.31565168,0.2887446,0.24408184,0.27349558
-0.4304466,-0.46893206,-0.3659819,-0.3788573,0.14419253,0.1945765,0.120388895,0.14504574,0.1551736,0.16404067,0.21637917,0.19304487
0.7017654,0.69702107,0.67816305,0.6050202,0.6080351,0.57293487,0.5284767,0.48541552,0.5467401,0.59722275,0.49686873,0.5646505
0.16904902,0.1262855,0.05066397,0.09134923,-0.062292226,-0.017533453,-0.008638866,0.10211622,-0.008514034,-0.023015223,-0.0052422276,-0.052138202
1.1327951,1.1070938,1.2061394,1.2471089,1.5387129,1.5274297,1.4556762,1.4881265,1.3876452,1.3946716,1.473388,1.4917489
-0.42741117,-0.43220913,-0.4165867,-0.4124435,-0.08623248,-0.03759791,-0.06265049,-0.10333221,-0.06628614,-0.055832047,0.14019682,0.07811531
0.07495097,0.04365889,0.04391667,0.053811736,-0.63087344,-0.54780835,-0.4707383,-0.60928726,-0.58944464,-0.56777453,-0.531593,-0.5808142
0.83228844,0.8148405,0.85190606,0.8500018,1.0539225,0.9971548,0.9305632,1.0036362,0.9511449,0.9910246,1.0716993,0.96307296
0.088610366,0.117104754,0.11645015,0.07554397,0.20703572,0.24617082,0.27042118,0.21557282,0.3798429,0.4200119,0.24408184,0.3194674
1.9417349,1.9287695,1.944969,1.9840293,2.2180178,2.2096212,2.3858762,2.107538,2.2606459,2.1986837,2.2005832,2.261777
0.51964015,0.55165946,0.5297224,0.51809126,0.2519237,0.29203245,0.23441342,0.2339712,0.20973614,0.26577285,0.18867649,0.28881952
0.20850949,0.14617708,0.15356031,0.16839987,-0.5710228,-0.6137344,-0.51574796,-0.56942415,-0.5509299,-0.50870425,-0.5350559,-0.52718043
-0.2832287,-0.31132945,-0.17368382,-0.20302378,-0.41840363,-0.47041687,-0.43773118,-0.40997162,-0.40649965,-0.44635227,-0.47965053,-0.4735466
-0.16940041,-0.19657029,-0.2377832,-0.18721852,-0.3525679,-0.3356984,-0.2726957,-0.2137224,-0.29416502,-0.2724231,-0.20954946,-0.20920862
0.62284446,0.67865956,0.7304546,0.7176327,0.8624004,0.77357936,0.8075368,0.7797894,0.7970859,0.85647565,0.8362265,0.7715237
0.26162934,0.2930688,0.30031413,0.34620908,0.066386685,0.079922475,0.051374048,-0.042004317,0.007533774,0.006519919,-0.01563073,-0.021490319
0.32233778,0.36345443,0.32055604,0.25335318,0.596065,0.44108272,0.5464806,0.5467434,0.4953871,0.48564553,0.49686873,0.49186176
-0.13297535,-0.052738808,-0.102837145,-0.17734022,-0.25680685,-0.24397518,-0.20368084,-0.1585273,-0.25885984,-0.14443748,-0.16106977,-0.24751846
0.39063478,0.4108882,0.4926122,0.4489433,0.1681328,0.16304664,0.21040826,0.23703758,0.18405965,0.16732235,0.08479146,0.116425164
-0.33786628,-0.29908848,-0.27995384,-0.24451259,-0.5261348,-0.46181783,-0.5037454,-0.4375692,-0.51562476,-0.55792946,-0.47965053,-0.57315224
0.7730978,0.80259955,0.8147959,0.7314623,1.1945715,1.2407945,1.1256052,1.1477567,1.1019943,1.1682354,1.1894356,1.1009884
-0.21493174,-0.27460653,-0.20235986,-0.12597312,0.5930724,0.61593014,0.5524819,0.5896729,0.63981736,0.6234762,0.64230776,0.7753547
1.0963701,1.1070938,1.1555346,1.1068373,1.4998099,1.5818903,1.5937058,1.4727945,1.506399,1.5620373,1.5841987,1.5032419
-0.3667028,-0.32663068,-0.33730587,-0.3452711,-0.6548137,-0.7025913,-0.752799,-0.747275,-0.68573153,-0.6629433,-0.76706576,-0.71106774
0.33144403,0.3129604,0.3188692,0.29879332,0.45541593,0.48121163,0.5254761,0.574341,0.55957836,0.51846236,0.53149706,0.46504486
-0.046465863,0.0008154685,0.08102683,0.043933447,0.19506559,0.29776514,0.30942956,0.3443614,0.32528037,0.31171638,0.30295002,0.27349558
-2.2653584,-2.2622352,-2.3294466,-2.3288314,-2.0732741,-2.0268455,-2.0940876,-2.0872896,-2.0754716,-2.0478132,-2.0517774,-2.0748987
0.5454412,0.55165946,0.5280356,0.48845646,0.91327345,0.86243623,0.771529,0.86564845,0.8612771,0.89257413,0.88124335,0.89794624
0.60463196,0.646527,0.68659717,0.5971176,0.9013033,0.89396614,0.85854775,0.91471076,0.8965823,0.95492613,0.9124088,0.9324251
0.9855772,0.89440686,0.968297,0.9843465,0.89531827,0.90829784,1.0145813,0.94537467,0.9543544,0.96477115,0.9401115,0.9937208
-0.21189632,-0.2577752,-0.20573351,-0.18721852,-0.1610458,-0.03759791,-0.09265694,-0.04507071,-0.06307658,-0.108338974,-0.060647577,-0.029152289
1.2511766,1.1728891,1.2179471,1.1898149,0.8085348,0.79651016,0.73852193,0.675532,0.7168469,0.7022366,0.59729093,0.6067913
1.0508388,1.0535395,1.0273359,1.0554702,0.62898284,0.6273955,0.6755083,0.64793444,0.6301887,0.6923915,0.5349599,0.56848145
1.3862528,1.3809857,1.5047075,1.466407,1.2574147,1.0860116,1.1496104,1.1293584,1.1019943,1.2273058,1.1859728,1.192932
0.24645224,0.26399648,0.24970937,0.27706107,0.186088,0.14584854,0.14139342,0.1113154,0.04283895,-0.0033251282,0.088254295,0.12791811
1.2739422,1.322841,1.3006016,1.3636729,1.9307346,1.8427283,1.812753,1.8499609,1.7150204,1.7129947,1.8231343,1.9093263
0.1068229,0.09874329,0.07765318,0.1348137,0.26389384,0.22897272,0.27042118,0.2830335,0.33490905,0.3281248,0.32372704,0.24284768
-0.0024522613,-0.0053050206,0.008493332,0.069616996,-0.61890334,-0.62519985,-0.6957867,-0.6859471,-0.6375881,-0.62028146,-0.6458666,-0.6804198
-0.9191494,-0.9034867,-0.915887,-0.9656277,-1.1934696,-1.2500644,-1.3349242,-1.299226,-1.1992613,-1.1551957,-1.2172343,-1.2167579
0.5757955,0.64193666,0.5904481,0.6148985,0.38359514,0.5012761,0.5074722,0.47928274,0.45687237,0.45939207,0.40337223,0.4803688
1.164667,1.1422867,1.2027657,1.1799366,1.0718777,0.94556046,0.98457485,1.0036362,0.9960787,1.0304048,1.0647736,1.1469603
-0.53668636,-0.5699201,-0.48237288,-0.47961584,-0.8104254,-0.863107,-0.89082867,-0.95272344,-0.9071913,-0.9287596,-0.90557915,-0.94092685
0.46348488,0.43690026,0.45887572,0.4291867,-0.08323995,-0.06626142,-0.011639512,-0.017473161,-0.09838176,-0.13787411,-0.08835025,-0.040645245
-0.1390462,-0.109353326,-0.15850239,-0.13782707,-0.49321693,-0.61946714,-0.5967654,-0.6368848,-0.68573153,-0.666225,-0.6458666,-0.67275786
0.3132315,0.3282616,0.28850636,0.32052553,0.40155035,0.40668648,0.3244328,0.5099467,0.55636877,0.5808143,0.5141829,0.40758008
0.6547164,0.6985512,0.688284,0.66428995,0.7905796,0.8079756,0.88555354,0.9024452,0.88053447,0.87616575,0.8293008,0.89794624
-0.41071635,-0.45363083,-0.35586098,-0.38083297,-0.6488286,-0.6051354,-0.68078345,-0.6552832,-0.6279594,-0.69576013,-0.67703205,-0.72256064
0.5575829,0.5761414,0.6056295,0.6544117,0.62000525,0.8137083,0.77452964,0.7705902,0.8901632,0.77443355,0.8223752,0.8213265
0.50142765,0.5531896,0.436947,0.47265118,0.8743705,0.7563813,0.8045361,0.7245943,0.8709058,0.8236588,0.74965566,0.8826223
0.5757955,0.54400885,0.6039427,0.583288,0.3626474,0.40955284,0.37544376,0.3934237,0.36058554,0.3839134,0.29948717,0.3501153
1.0462856,1.0810817,1.03577,1.0633729,0.8833481,0.8653026,0.90655804,0.877914,0.957564,0.90570086,0.93664867,0.83281946
0.3860816,0.4124183,0.4436943,0.42128408,0.83247507,0.74491584,0.6965129,0.71232873,0.70721817,0.7120816,0.7288786,0.6182843
0.15387192,0.19055063,0.21428603,0.16839987,0.4524234,0.43535,0.45646122,0.46395078,0.54994965,0.60706776,0.45877758,0.46887583
0.9233511,0.88216585,0.85865337,0.94878465,1.4100338,1.4529046,1.2576336,1.3317404,1.2977775,1.2962211,1.369503,1.3308475
-0.39402154,-0.40619707,-0.35080048,-0.31563625,0.38658768,0.3636912,0.3244328,0.2309048,0.33490905,0.3248431,0.42761207,0.33862233
-0.007005393,-0.016015874,0.006806507,0.028128184,0.23696105,0.21177462,0.24341536,0.19410805,0.24504133,0.22639264,0.33411554,0.27349558
0.7214956,0.67559934,0.64780015,0.6721926,0.736714,0.77071303,0.7805309,0.64180166,0.8099241,0.7875603,0.77043265,0.698735
-0.069231525,-0.09099186,-0.12813954,-0.1319001,-0.3615455,-0.33283207,-0.4077247,-0.29038227,-0.38082317,-0.34462008,-0.26841763,-0.35095507
0.6137382,0.62357515,0.6967181,0.6228011,0.7935721,0.85097086,0.85254645,0.7583246,0.8131337,0.87288404,0.82583797,0.89794624
0.5272287,0.5179967,0.4774308,0.48845646,0.63197535,0.6302619,0.6845103,0.65100086,0.6526556,0.6005044,0.64230776,0.5723125
0.8838906,0.946431,0.8940767,0.9072959,0.83846015,0.7850448,0.75352514,0.71232873,0.723266,0.7317717,0.7115645,0.7370448
1.2572474,1.2402145,1.2230077,1.2451333,1.5237501,1.5618259,1.5486962,1.4789274,1.5031894,1.6309527,1.5322562,1.5645376
0.74881446,0.7566958,0.6444265,0.70182747,0.97910917,1.0258182,0.9815742,1.1170927,1.0474317,1.0172781,1.0059054,0.9975518
1.0341439,1.0106962,1.0830011,1.1522775,1.6105337,1.5016325,1.5486962,1.6445125,1.5994762,1.5587556,1.6292156,1.6181715
-0.28626412,-0.29908848,-0.32043764,-0.3136606,-0.4423439,-0.4331543,-0.39572215,-0.36704212,-0.42896658,-0.4791691,-0.406931,-0.49653253
0.7078363,0.72762346,0.7220205,0.7314623,0.76663935,0.79937655,0.86154836,0.81658614,0.8612771,0.78427863,0.86046636,0.8098335
-2.6311266,-2.5988622,-2.6246412,-2.613326,-2.1810052,-2.2618864,-2.24412,-2.2498083,-2.2840931,-2.2578409,-2.2526217,-2.1591804
0.36483365,0.36498454,0.38971588,0.4568459,0.40155035,0.54140496,0.5674851,0.5038139,0.6013026,0.5611242,0.4934059,0.5148477
1.2936724,1.2677567,1.3461459,1.3340379,1.7422051,1.6908116,1.7677432,1.7365043,1.6219432,1.7228398,1.6811581,1.8020587
0.09923434,0.10945415,0.042229842,0.026152527,0.0005509651,-0.03759791,0.030369526,0.022389965,-0.018142719,-0.039423633,0.036311783,-0.032983277
-0.24225052,-0.27001616,-0.2850143,-0.2899527,-0.45730653,-0.47901595,-0.413726,-0.45596755,-0.51562476,-0.5448027,-0.406931,-0.5578283
1.5456123,1.5584799,1.4692842,1.4189912,1.787093,1.7252079,1.6867259,1.7119732,1.666877,1.5948542,1.8612255,1.8250446
-1.3850865,-1.3808849,-1.4303688,-1.4536152,-1.5735211,-1.5596303,-1.5809772,-1.5506704,-1.4688646,-1.4538288,-1.5288893,-1.4657719
0.123517714,0.14617708,0.0725927,0.039982133,-0.08323995,-0.08919223,-0.017640803,-0.09413303,-0.12405825,-0.13787411,-0.057184745,-0.10194101
-0.04191273,-0.051208686,-0.011748573,-0.0034823401,-0.62189585,-0.5908036,-0.53075117,-0.646084,-0.6761028,-0.6826334,-0.58353555,-0.6038001
-1.3835689,-1.420668,-1.4168742,-1.4042237,-1.555566,-1.5940264,-1.5989811,-1.6242639,-1.5811992,-1.5260258,-1.5739062,-1.6305043
0.839877,0.85921407,0.80636173,0.8559288,0.61402017,0.6445936,0.5434799,0.47008356,0.569207,0.5283074,0.43800056,0.5148477
0.18574384,0.15229757,0.14849983,0.122959755,0.042446423,0.062724374,0.05737534,0.065319486,-0.06307658,-0.03286027,0.015534778,0.07428432
-0.34545484,-0.3847753,-0.35417414,-0.36107638,-0.46628416,-0.45608512,-0.34471118,-0.41610444,-0.46427175,-0.4430706,-0.43809652,-0.366279
1.1737733,1.1545277,1.0863748,1.0554702,0.8234975,0.73058414,0.75952643,0.85644925,0.7489425,0.7120816,0.7288786,0.7906786
-0.5002613,-0.45975134,-0.44188908,-0.42627308,-0.7356121,-0.6309325,-0.79480803,-0.7748726,-0.8815147,-0.8401542,-0.7289746,-0.7800254
-0.35304338,-0.3342813,-0.4098394,-0.3887356,-0.5051871,-0.5879373,-0.48274085,-0.5387602,-0.56376815,-0.5743379,-0.5973869,-0.6114621
-0.5989125,-0.53013694,-0.50767523,-0.5487639,-0.90618646,-0.81724536,-0.91783446,-0.9097939,-0.9104008,-0.96813977,-0.89865345,-0.9715747
-2.4277534,-2.422898,-2.4070406,-2.4315655,-2.0972145,-2.0755734,-2.1390975,-2.114887,-2.1557107,-2.1364188,-2.0898685,-2.0748987
0.44375464,0.42924967,0.2851327,0.3086716,0.43746075,0.52707326,0.45346057,0.43941963,0.46650106,0.4364203,0.38605803,0.41907302
1.0629804,1.033648,1.0509515,1.0139813,0.8175124,0.7363168,0.7805309,0.6602,0.7200564,0.7120816,0.6526963,0.64127016
0.9506699,0.98927444,1.0205886,1.021884,0.82649,0.762114,0.7955342,0.776723,0.8901632,0.8433489,0.77043265,0.7753547
1.0857462,1.0734311,0.9952862,1.015957,0.90429586,0.91976327,1.0025787,0.87484765,0.9254683,0.9221093,0.98166555,0.9324251
0.050667603,0.019176936,0.11813698,0.1585216,0.3237445,0.378023,0.33043408,0.38729092,0.4215672,0.36750498,0.37220672,0.3003125
0.47259113,0.47362322,0.5499643,0.4864808,0.8923257,0.8653026,0.72951996,0.7583246,0.7200564,0.72520834,0.7150273,0.7945096
1.6655116,1.6150944,1.5637463,1.6027274,2.0594137,2.0405064,1.9177755,2.0646086,2.055234,2.0641348,2.0932353,2.1123686
-0.1830598,-0.14607626,-0.123079054,-0.12597312,0.102297075,0.036927212,0.0033637164,0.11744819,0.107030176,0.12466048,0.09517997,0.097270235
-2.3503504,-2.3295605,-2.354749,-2.3525393,-1.9505802,-2.0268455,-2.0460773,-2.0198288,-2.0401664,-2.04125,-2.037926,-2.00211
0.6972123,0.7521054,0.76419115,0.7433163,0.6708783,0.7420495,0.8255406,0.7307271,0.78424764,0.7514618,0.75311846,0.7102279
-0.17850667,-0.18126908,-0.16862334,-0.16746195,-0.48723188,-0.3700946,-0.3267073,-0.40997162,-0.42254746,-0.4791691,-0.46579918,-0.4773776
2.125378,2.0006852,2.0191894,2.0689828,2.8554273,2.780025,2.7669582,2.7606802,2.6810985,2.6023307,2.7407854,2.8517487
-0.14663476,-0.10323284,-0.013435398,-0.02916589,-0.57700783,-0.59940267,-0.6027667,-0.6123537,-0.5220439,-0.56121117,-0.5350559,-0.57315224
1.002272,0.9647925,1.0121545,1.1364721,1.2394595,1.212131,1.2786381,1.2581469,1.2785201,1.3552914,1.2552295,1.3231856
0.015760263,-0.008365265,5.9205082e-05,0.010347264,-0.42438868,-0.3930254,-0.32970795,-0.3609093,-0.37119448,-0.39056364,-0.35845134,-0.34712407
-0.013076235,-0.0022447759,0.037169367,0.049860418,0.08134934,0.15731394,0.20440696,0.14197935,0.20331702,0.2165476,0.27524734,0.18538289
-0.10110344,-0.089461744,-0.12982635,-0.23265864,-0.6458361,-0.6853932,-0.5787615,-0.67368156,-0.74029404,-0.7613938,-0.7255117,-0.67275786
1.0174491,1.007636,1.0475777,1.0258353,1.3471907,1.4586372,1.2426304,1.2612133,1.2367958,1.3159112,1.307172,1.231242
-0.59587705,-0.5637996,-0.54478544,-0.45590794,-0.9450894,-0.9490975,-0.91483384,-1.0416489,-0.95212513,-1.0009567,-1.033704,-1.0137156
1.044768,0.94337076,1.0003467,1.0297866,0.961154,0.89396614,1.0565903,0.9423083,0.9254683,0.92539096,0.9574257,0.9783969
-1.3638386,-1.3900656,-1.4118137,-1.408175,-1.5735211,-1.5510312,-1.5629734,-1.5874672,-1.5426844,-1.503054,-1.5427407,-1.5615466
-1.2667052,-1.2401136,-1.2971096,-1.2797573,-0.61591077,-0.62233347,-0.65077704,-0.7012791,-0.63437855,-0.6071547,-0.67703205,-0.64211
-0.5169561,-0.5102454,-0.5835824,-0.5803744,0.08134934,0.028328162,-0.035644677,0.053053908,0.049258076,0.0852803,0.0986428,0.11259417
